Id,Original Sentence,Corrected Sentence
477,"meğer, teknolojinin yüzünden, kütüphanelerimiz gün geçtikçe boşaltılıyor.",Teknoloji yüzünden kütüphanelerimiz gün geçtikçe boşalıyor.
493,Odasını dört veye altı kişiyle paylaşacaksın ve bazen zor oluyor.,Odanı dört veya altı kişiyle paylaşacaksın ve bazen zor olacak.
478,"İstediğin zaman oraya dönebilirsin, üstelik yanlız yaşamaktan hoşlanırsan senin için uygun bir çaredir.","Eve istediğin zaman dönebiliyorsun, üstelik yalnız yaşamaktan hoşlanıyorsan ev senin için uygun bir çözümdür."
468,Her şey oturken sosyal medyadan yapıyor.,Her şeyi oturarak sosyal medya üzerinden yapıyor.
503,"Düşünün, eğer haftada hatta üç gün sabahleyin yada akşamleyin koşacaksınız yada temiz havada yürüyüş yapacaksınız, ne kadar iyi olacak!","Düşünün, eğer haftada üç gün bile sabahleyin ya da akşamleyin koşarsanız ya da temiz havada yürüyüş yaparsanız ne kadar iyi olacak!"
441,"Ben üniversitenin ilk yılında, yurtta kalmayı tercih ettim ama bir yıl sonra kendi ayaklarımın üstünde durabileceğimi anladım ve bir ev kiralayarak, evde kalmaya başladım.",Ben üniversitenin ilk yılında yurtta kalmayı tercih ettim ama bir yıl sonra kendi ayaklarımın üstünde durabileceğimi anladım ve bir ev kiralayarak evde kalmaya başladım.
431,Eğer cocuklar ilk okuldanak yabancı dil öğrenirseler gelecekte çok yetenekli bir insan olarak yetişirler.,Eğer çocuklar ilkokuldan beri yabancı dil öğrenirlerse gelecekte çok yetenekli   insanlar olarak yetişirler.
450,İyilik yapmaya çok önemli bir şey.,İyilik yapmak çok önemli bir şey.
461,Böylelikle kendiniz iyi hissedeceksiniz.,Böylelikle kendinizi iyi hissedeceksiniz.
429,Çok yabanci insanlar tanıştım ve onunla birlikte farklı işler yaptım.,Çok yabancı insanla tanıştım ve onlarla birlikte farklı işler yaptım.
501,Sağlıklı yaşam nasıl yaşayabiliriz Günümüzde teknoloji gelişmesi sayesinde Biz daha rahat yaşamımıza karşın yeni problemler çıkmıştı.,Nasıl Sağlıklı Bir Yaşam Sürebiliriz Günümüzde teknolojinin gelişmesi sayesinde   daha rahat yaşamamıza karşın yeni problemler çıktı.
448,Dördüncüsü farklı yerlere gidebilirsin ve onları öğrenebilirim.,Dördüncüsü farklı yerlere gidebilirsin ve oraları öğrenebilirsin.
453,"O kişi hangi iş ya da hangi iş alanı seviyor, bu en önemli.","O kişinin hangi işi ya da hangi iş alanını sevdiği,   en önemlisidir."
414,problemleri çözmemiz gerekiyor bu nasıl olabilir?,Problemleri çözmemiz gerekiyor. Bu nasıl olabilir?
452,Meslek seçimi konusunda araştırmalar da yapmaktadır.,Meslek seçimi konusunda araştırmalar da yapılmaktadır.
868,Ayrıca ben de uzun zamandır nerede kalmam gerektiğini hakkında düşündüm.,Ayrıca ben de uzun zaman nerede kalmam gerektiği hakkında düşündüm.
389,"Böylece, Muradına ermeliyiz.",Böylece muradımıza erebiliriz.
420,Eğer işinizde sağlıksız bir ortamda yaşarsanız sıhhatınızı keybederseniz.,Eğer işinizde sağlıksız bir ortamda çalışırsanız sıhhatinizi kaybedersiniz.
441,"Sana yardım etmek için, elimden gelen her şeyi yapmaya hazırım.",Sana yardım etmek için elimden gelen her şeyi yapmaya hazırım.
500,Şimdiye kadar klimanın havalandırma sistemi çalışıyor ne var ki ondan görültülü sessiz geliyor.,Şimdiye kadar klimanın havalandırma sistemi çalışıyordu ne var ki ondan gürültülü sesler geliyor.
465,Peki en önemli seçimi nasıl seçebiliriz?,Peki en önemli seçimi nasıl yapabiliriz?
402,Aynı zamanda devlet tarafından iyi toplum sahibi olmak için iyi plan yapılması gerekir.,Aynı zamanda devletin   iyi bir topluma sahip olması için iyi bir planın yapılması gerekir.
501,Sağlık şu problemlerden biridir.,Sağlık bu problemlerden biridir.
420,Ve bu karar aldıktan sonra vazgeçmek çok zor.,Ve bu kararı aldıktan sonra vazgeçmek çok zor.
398,Çünkü onlar sadece başka insanları bir şey yapmağı bekliyorlar.,Çünkü onlar sadece başka insanların bir şey yapmasını bekliyorlar.
491,"Sonuçta, yeni bir dil öğrenmek ile ilgili ne söylersem iyi anlatamam ama bir kaç dil bilenlere: çok şanslısınız diğerleri ne biliyorsunuz bilseler sizden kıskanacaklar hemde nasıl.","Sonuçta, yeni bir dil öğrenme ile ilgili ne söylersem söyleyeyim iyi anlatamam ama birkaç dil bilenlere şunu söyleyebilirim: çok şanslısınız, başkaları ne bilirse bilsinler sizi kıskanacaklar hem de nasıl kıskanacaklar."
399,Günümüzde savaşlar olmadan ülkeler teknolojisini daha çok güçlüdür.,Günümüzde savaşlar olmayan ülkelerin teknolojisi daha   güçlüdür.
444,Ama şu ihtiyacları bir köşeye bırakıp iyice düşünmemiz gerekir.,Ama bu ihtiyaçları bir köşeye bırakıp iyice düşünmemiz gerekir.
421,Hep tanımadığımız insanlarla özel hayatımıza paylaşıyoruz ve onların için vakit ayrıyoruz.,Hep tanımadığımız insanlarla özel hayatımızı paylaşıyoruz ve onlar için vakit ayırıyoruz.
408,İşte bu şanıs bir gün gelir fazla gelmez.,İşte budur şans bir gün gelir fazla gelmez.
473,gazi 2, 
458,"Ama unutmayalım ki, bu hayatta bizi mutlu etmeyen şeyleri geçer, bütün sıkıntıları çözebiliriz, hiç bir sorun hayatımız kadar ve mutluluğumuz kadar önemli değil.","Ama unutmayalım ki bu hayatta bizi mutlu etmeyen şeyleri es geçer, bütün sıkıntıları çözebiliriz, hiçbir sorun hayatımız kadar ve mutluluğumuz kadar önemli değil."
449,Meslek seçimi.,Meslek Seçimi
479,"Aileden uzak kalınca kendini daha iyi tanımaya başlarsın, yeni arkadaşlar yaparsın ve gerçeklerle karşılaşırsın.","Aileden uzak kalınca kendini daha iyi tanımaya başlarsın, yeni arkadaşlar edinirsin ve gerçeklerle karşılaşırsın."
461,Uzmanlar alarm kurumadan uyanmamızı söylüyor.,Uzmanlar alarm kurmadan uyanmamızı söylüyor.
449,"Eğer dikkat etmeliysek, her şey yolunda gidecek.",Eğer dikkat edersek her şey yolunda gidecek.
426,Bir kaç dil bilmek çok iyi bir beceridir.,birkaç dil bilmek çok iyi bir beceridir.
417,"Örneğin; yurt dışında yaşamak için yolculuk edenler hem yeni bir kültür öğrenir hem de farklı uyruklu arkadaşlar tanışır, yeni bir dil öğrenmiş olur, kendini geliştirebilir ve sorumluluk sahibi olabilirdir.","Örneğin, yaşamak için yurt dışına gidenler hem yeni bir kültür öğrenir hem de farklı uyruklu arkadaşlarla tanışır, yeni bir dil öğrenmiş olur, kendini geliştirebilir ve sorumluluk sahibi olabilir."
487,Türkiye’ye ilk geldiğimde ben sadece bir insandım.,Türkiye’ye ilk geldiğimde ben tek bir insandım.
492,Yani mesela yakın ülkelerin dilini veya önemli ülkelerim dilini öğrenmeyi önemlidir.,Yani mesela yakın ülkelerin dilini veya önemli ülkelerin dilini öğrenmek önemlidir.
480,Tabii ki eğer mutfakta zaman geçirmek seviyorsun ve yemek pişirmek biliyorsun bu senin için sorun olmayacak.,Tabii ki eğer mutfakta zaman geçirmeyi seviyorsan ve yemek pişirmeyi biliyorsan bu senin için sorun olmayacak.
487,Kendi ülkemizle karşılaştırabilirsiniz.,Kendi ülkenizle karşılaştırabilirsiniz.
491,Ayrıca Almanca öğrenip ve ona gidince onların pasaportu alabilirsin.,Ayrıca Almanca öğrenip   oraya gidince Alman pasaportu alabilirsin.
462,İnternetin faydaları ve zararları İnternet günümüzde kaçınılmaz bir gerçeğidir.,İnternetin Faydaları ve Zararları İnternet günümüzün kaçınılmaz bir gerçeğidir.
448,O zaman yurt dışındaki insanlar onlara tecrübeli diyoruz.,Bu yüzden yurt dışındaki insanlara tecrübeli diyoruz.
449,Bazen mesleğin maaşı çok önemli.,Bazen maaş çok önemli.
458,En önemli: hayat boyunca mutlu olmak.,En önemlisi hayat boyunca mutlu olmak.
488,Orada oda arkadaşlarle yaşacaksın.,Orada oda arkadaşlarınla yaşayacaksın.
421,Sosyal medyanın yüzünden insanlar artık yüz yüze konuşmuyorlar ve biz yakınlarımızdan uzaklaştık.,Sosyal medya yüzünden insanlar artık yüz yüze konuşmuyorlar ve biz yakınlarımızdan uzaklaştık.
868,Ayrıca da hangi yemekler istersen pişirebilirsin.,Ayrıca da hangi yemekleri istersen onları pişirebilirsin.
482,Her gün zaman iyi kullanmanız gerekiyor.,Her gün zamanı iyi kullanman gerekiyor.
444,Her insan şu küçük işlerle çok büyük fark yarata bilir.,Her insan bu küçük işlerle çok büyük bir fark yaratabilir.
421,Sosyal medyanın yüzünden insanlar sanal kimlikler kurarak tanımadığı bir insanla konuşuyor.,Sosyal medya aracılığıyla insanlar sanal kimlikler oluşturarak tanımadığı   insanlarla konuşuyor.
456,"Hayatımızdaki kaydettiğimiz şeyler: insanlar, mal mülk, para, sağlık, kariyer olabilir fakat en değerli ve maalesef geriye getirilmeyen tek şey; Zamandır.","Hayatımızda kaybettiğimiz şeyler insanlar, mal mülk, para, sağlık, kariyer olabilir fakat en değerli ve maalesef geri getirilmeyen tek şey zamandır."
410,"Fakat bence okulun etkisi aileden daha önemlidir çünkü insan hayatındaki bütün bilgilerini okullardan alacaktır, öğretmenleri ona çok şeyler öğretiyor.","Fakat bence okulun etkisi aileninkinden daha önemlidir çünkü insan hayatındaki bütün bilgileri okullardan alıyor, öğretmenleri ona çok şey öğretiyor."
428,Senin gelecekte başarılı bir insan olduğuna eminim.,Senin gelecekte başarılı bir insan olacağından eminim.
462,Ayrıca internet kendimizi ifade etmek imkanları sunuyor.,Ayrıca internet kendimizi ifade etme imkanlarını sunuyor.
498,Halbuki kaç gün önçe bir kez daha orda gittim orda eski hatıralarımı hatirladım ve biraz hoşuma gitti.,Halbuki birkaç gün önce bir kez daha oraya gitmiştim Orada eski bildiklerimi hatırladım ve biraz hoşuma gitti.
433,Bazen de yurttaki yemeklerle ve ortamla sorun yaşayabilirsin ama bir aradan sonra alışırsın.,Bazen de yurttaki yemeklerle ve ortamla sorun yaşayabilirsin ama bir süre sonra alışırsın.
482,Yurtta hayat kötü değil ama yalnız kalmayan insanlar hiç hoşlanamazlar.,Yurtta hayat kötü değil ama yalnız kalmayı seven insanlar hiç yurttan hoşlanmazlar.
422,Söylediğin gibi ev ile yurt ikisinde olumlu ve olumsuz yönler var.,Söylediğin gibi ev ile yurdun ikisinin de olumlu ve olumsuz yönleri var.
501,Spor yapmadan önce azından 10 dakika hazırlama yapmalıyız.,Spor yapmadan önce azen azından0 dakika hahazırlıkapmalıyız.
416,"Bir işi ve ya bir sınavda kaldığımızda o anda çok üzülürüz ʺhayat adil değil, Benim şansım yokʺ gibi sözler söyleriz ama bir kaç gün geçtiğinde umursamamaya başlarız, sınavda kaldıysak bütünleme sınavı var, işimizi kaybetteysek daha iyi bir iş buluruz.","Bir işi kaybettiğimizde veya bir sınavda kaldığımızda o anda çok üzülürüz. Hayat adil değil, benim şansım yok."" gibi sözler söyleriz ama birkaç gün geçtiğinde umursamamaya başlarız. Sınavdan kaldıysak bütünleme sınavı var, işimizi kaybettiysek daha iyi bir iş buluruz."
477,"– Yine de, kitap için konuşsak, faydalarını daha büyüktür, çünkü kitap okurken yer değişmeden yeni şeyler öğreniyorsun.","  Yine   kştaplardan bahsedecek olursak faydaları daha büyüktür, çünkü kitap okurken yer değiştirmeden yeni şeyleri öğreniyorsun."
414,hayatta büyük ve küçük problemlerle kaşilaşıyoruz ve onlardan geçiyoruz.,Hayatta büyük ve küçük problemlerle karşılaşıyoruz ve onları atlatıyoruz.
468,İnsanlar hiç dışarıyı çıkmıyor.,İnsanlar hiç dışarı çıkmıyor.
448,Mesela önemli olay seçimdir.,Mesela önemli olaylardan biri seçimdir.
503,30-40 yaşında olduğu zaman ne kadar hasta oluyorlar: Sigara ve alkol en büyük sağlık duşmanları.,30-40 yaşında oldukları zaman ne kadar hasta oluyorlar. Sigara ve alkol sağlığın en büyük düşmanları.
426,Dil öğrenmek sayesinde daha fazla arkadaşa sahip olursunuz.,Dil öğrenmenin sayesinde daha fazla arkadaşa sahip olursunuz.
866,Her yıl gelirim yüzde on fakır insanlara vereceğim.,Her yıl gelirimin yüzde onunu fakir insanlara vereceğim.
429,"Eğer insan bir dil biliyor, onun normal hayatı yaşıyor, rutin bir hayat.","Eğer insan bir dil biliyorsa   normal hayatını yaşıyor, rutin bir hayat."
416,Zamanımızı bize mutlu edecek bir şekilde kullanmalıyız çünkü kariyerden sağlık ve aile daha önemlidir.,Zamanımızı bizi mutlu edecek bir şekilde kullanmalıyız çünkü sağlık ve aile kariyerden daha önemlidir.
474,"Bir söz aklıma geldi ve sana söyleyeceğim: ʺOkul için değil, hayat için öğreniyoruzʺ.","Bir söz aklıma geldi ve onu sana söyleyeceğim: ʺOkul için değil, hayat için öğreniyoruz."""
394,"Ama şimdi iyi bir insan yaşıyorum, yakni oda arkadaşım.","Ama şimdi iyi bir insan ile beraber yaşıyorum, yani oda arkadaşımla."
401,"ʺAhlaklı ve hoşgörülü olmak topluma etkisiʺ Ahalk, insanın diğer insanlarla iyi ve merhametli davranıştır.","Ahlaklı ve Hoşgörülü Olmanın Topluma Etkisi Ahlak, insanın diğer insanlara iyi ve merhametli davranışıdır."
422,"Yemeklerini de kendin yapmalısın, bu yüzden eğer çeşitli yemekleri seversen, senin için ev daha uygun olacak.","Yemeklerini de kendin yapabilirsin, bu yüzden eğer çeşitli yemekleri seviyorsan senin için ev daha uygun olacak."
461,sağlıklı yaşamsı için uyuması gerekken kurallar vardır.,Sağlıklı yaşam için uyulması gereken kurallar vardır.
427,Yer gezen insan belki kitaplar okumamış.,Gezen insan belki kitaplar okumamış.
429,Bence yaşı problem değil ama gençlerden yaşlı insan daha kolay yeni değil öğrenebilir.,Bence yaş problem değil ama gençler yeni bir dili yaşlı insanlardan daha kolay öğrenebilir.
465,İkinci meslek seçeneğidir.,İkincisi meslek seçimidir.
489,Bana kalsa eve tasınırdım ama ailem evde yalnız olacaksın diye buna karşı çıkıyor.,Bana kalsa eve taşınırdım ama ailem evde yalnız olacaksın diye buna karşı çıkıyor.
420,"Şimdi biz artık büyük olduk, yetişkin bir insan hale geldik ve şimdi hayallerimiz gerçek yapmak vakti geldi.","Şimdi biz artık büyüdük, yetişkin bir insan haline geldik ve şimdi hayallerimizi gerçekleştirme vakti geldi."
449,Hangi şeyi seviyor hangisini sevmiyor.,"Hangi şeyleri seviyor, hangilerini sevmiyor."
464,Benim istediğim Üniversiteden bir yıl sonra mezun olacağım ve umarım ki güzel bir iş bulacağım.,Benim istediğim üniversiteden bir yıl sonra mezun olacağım ve umarım ki güzel bir iş bulacağım.
869,"Birden çok fazla dil bilen insanlar hem de dünyayı kolaylıkla gezebilir, hem de profesyonel hayatı da başarı olabilir.",Birden çok fazla dil bilen insanlar hem   dünyayı kolaylıkla gezebilir hem de mesleki hayatlarında da başarı olabilir.
436,"Fakat, evi temizlemek lazım, faturaları ödemek lazım ve pişirerek çok vakit kaybedebilirsin.","  evi temizlemek lazım, faturaları ödemek lazım ve yemek pişirerek çok vakit kaybedebilirsin."
869,"Teknolojının geliştirmesiyle biz, bir yerden diğer yere kolaylıkla gideriz.",Teknolojinin gelişmesiyle biz bir yerden başka bir yere kolaylıkla gideriz.
415,He durumda farkli davranış yapmamalıyız.,Her durumda farklı davranışları sergilememeliyiz.
452,İnsan ne meslek seçerse onu yaşar.,İnsan hangi mesleği seçerse onu yaşar.
495,Yurtta yaşadıkça yeni ve yerli arkadaşları tanışacaksın.,Yurtta yaşadıkça yeni ve yerli arkadaşlarla tanışacaksın.
449,Mesela eğer mühendis olmak istiyorum hangi bölüm okumalıyım.,Mesela eğer mühendis olmak istiyorsam hangi bölümde okumalıyım.
420,ama bana göre bu önerileri yaptığınız zaman mesleğiniz iyi seçebilirsiniz.,Ama bana göre bu önerileri yerine getirdiğiniz zaman mesleğinizi iyi seçebilirsiniz.
477,"Eğer gezmek, kitap okumaktan daha önemliyse, o zaman bütün okularımız, üniversitelerimiz kapatalım ve bizim yeni halemiz göreceksiniz.","Eğer gezmek kitap okumaktan daha önemliyse o zaman bütün okullarımızı, üniversitelerimizi kapatalım da bizim yeni halimizi görürsünüz."
392,"Neyse ki, şimdi hayatımızi değişti.",Neyse ki şimdi hayatımız değişti.
448,"Mesela Türkiye'de İstanbul, Adana, Ankara...","Mesela Türkiye'de İstanbul, Adana, Ankara"
415,Kendinı geliştirir.,Kendini geliştirir.
865,Okumayan insanlar okuyan insanlar kadar gelişemiyorlarler ve öğrenemiyorlar.,Okumayan insanlar okuyan insanlar kadar gelişemiyorlar ve öğrenemiyorlar.
465,3. 10-15 yıldan sonra kendimi nasıl görmek istiyorum?,3. 10-15 yıl sonra kendimi nerede görmek istiyorum?
